OrderID,OrderDate,CustomerID,CustomerName,City,Region,ProductID,ProductCategory,SubCategory,Quantity,UnitPrice,Discount,SalesAmount,Profit,PaymentMode,CustomerSegment,SalesRep
ORD-104717,2024-08-21,CUST-3785,Lee Carter,Abuja,North Central,PROD-956,Clothing,Women's Wear,1,72855.55,0.18,59741.55,16170.36,Cash,Regular,Christopher
ORD-104718,2023-12-15,CUST-8620,Terri Logan,Benin City,South South,PROD-988,Home,Furniture,10,84216.19,0.16,707416.0,199447.46,Online,VIP,Charles
ORD-104719,2023-09-27,CUST-7216,Matthew Cruz,Abuja,North Central,PROD-930,Home,Furniture,1,43072.45,0.03,41780.28,7468.77,Online,New,Allison
ORD-104720,2023-10-18,CUST-7440,Michelle Lopez,Abuja,North Central,PROD-517,Beauty,Makeup,4,41121.28,0.26,121718.99,26589.88,Online,Regular,Kimberly
ORD-104721,2024-02-20,CUST-9975,Mr. Matthew Chandler,Port Harcourt,South South,PROD-758,Beauty,Skincare,2,84458.24,0.16,141889.84,26470.4,Cash,VIP,Jonathan
ORD-104722,2023-01-19,CUST-8406,Sandra Allen,Enugu,South East,PROD-238,Clothing,Kids,4,52195.99,0.18,171202.85,29797.0,Online,Regular,Kevin
ORD-104723,2024-06-21,CUST-9610,Kimberly Sullivan,Benin City,South South,PROD-505,Home,Decor,2,45290.44,0.21,71558.9,11338.88,Cash,New,Kevin
ORD-104724,2024-07-20,CUST-2406,Jerry Swanson,Port Harcourt,South South,PROD-644,Home,Kitchen,2,124096.81,0.2,198554.9,25629.13,POS,New,Charles
ORD-104725,2023-12-23,CUST-7122,Adam Turner,Abeokuta,South West,PROD-780,Electronics,Accessories,5,113731.76,0.09,517479.51,94401.77,Online,New,Scott
ORD-104726,2024-02-02,CUST-7486,Gregory Church,Enugu,South East,PROD-124,Electronics,Laptops,9,25337.57,0.26,168748.22,29975.42,Online,New,Rebecca
ORD-104727,2023-03-15,CUST-3942,Brian Brown,Benin City,South South,PROD-660,Clothing,Kids,7,106140.71,0.25,557238.73,82732.37,Cash,Regular,Donald
ORD-104728,2024-11-17,CUST-6895,Kathleen Morrison,Abuja,North Central,PROD-381,Home,Decor,5,132414.52,0.12,582623.89,94757.71,Online,VIP,Charles
ORD-104729,2024-09-27,CUST-3885,Holly Curtis,Port Harcourt,South South,PROD-412,Clothing,Women's Wear,2,97228.01,0.24,147786.58,26535.43,Online,New,Scott
ORD-104730,2024-12-15,CUST-5144,Elaine Campbell,Kano,North West,PROD-557,Beauty,Haircare,9,100698.0,0.2,725025.6,212467.85,Cash,VIP,Jonathan
ORD-104731,2024-04-03,CUST-3339,Gary Wilson,Port Harcourt,South South,PROD-833,Home,Kitchen,3,20064.96,0.02,58990.98,12478.83,POS,Regular,Rebecca
ORD-104732,2024-06-22,CUST-5442,Timothy Harper,Enugu,South East,PROD-295,Home,Kitchen,6,70287.42,0.05,400638.29,94204.01,POS,New,Robert
ORD-104733,2024-08-06,CUST-9006,Dave Harris,Kano,North West,PROD-306,Electronics,Laptops,6,48028.33,0.29,204600.69,59589.46,Cash,Regular,Christopher
ORD-104734,2024-04-05,CUST-7180,Matthew Nelson,Benin City,South South,PROD-784,Electronics,Phones,8,88008.21,0.23,542130.57,77743.25,Online,Regular,Christopher
ORD-104735,2023-07-20,CUST-7154,Jennifer Johnson,Abeokuta,South West,PROD-694,Home,Decor,1,102682.98,0.11,91387.85,22805.4,Online,New,Jeffrey
ORD-104736,2023-10-21,CUST-3800,Gregory Sullivan,Kano,North West,PROD-414,Electronics,Phones,3,110579.57,0.24,252121.42,40008.89,Online,VIP,Jonathan
ORD-104737,2023-06-05,CUST-9792,Cody Andrews,Enugu,South East,PROD-672,Electronics,Laptops,8,73214.11,0.09,532998.72,127573.92,POS,VIP,Kevin
ORD-104738,2024-04-10,CUST-8541,Jennifer Miller,Enugu,South East,PROD-790,Home,Kitchen,5,128641.23,0.23,495268.74,46665.63,Online,New,Andrew
ORD-104739,2024-07-17,CUST-9072,Gerald Preston,Ibadan,South West,PROD-227,Home,Decor,2,123587.56,0.28,177966.09,41609.56,POS,New,Donald
ORD-104740,2024-10-06,CUST-5092,Austin Hansen,Enugu,South East,PROD-603,Beauty,Haircare,1,97123.54,0.24,73813.89,14084.04,Cash,New,Kevin
ORD-104741,2024-01-24,CUST-9229,Logan Trujillo,Abuja,North Central,PROD-609,Home,Furniture,4,120421.23,0.09,438333.28,27320.43,POS,VIP,Charles
ORD-104742,2024-10-18,CUST-2917,Philip Ibarra,Benin City,South South,PROD-980,Home,Kitchen,8,62190.01,0.01,492544.88,70508.43,POS,VIP,Rebecca
ORD-104743,2024-06-03,CUST-3206,Sarah Jackson,Kano,North West,PROD-807,Electronics,Laptops,1,7139.82,0.07,6640.03,1804.29,Cash,Regular,Andrew
ORD-104744,2023-05-16,CUST-6333,Dawn Romero,Port Harcourt,South South,PROD-405,Home,Decor,10,15214.06,0.29,108019.83,26824.86,POS,Regular,Kimberly
ORD-104745,2023-10-24,CUST-4980,Richard Baldwin,Abeokuta,South West,PROD-617,Home,Decor,5,46112.29,0.12,202894.08,15980.65,POS,Regular,Allison
ORD-104746,2023-09-06,CUST-6656,Johnathan Smith,Abuja,North Central,PROD-621,Beauty,Makeup,3,53233.31,0.25,119774.95,29746.42,Cash,Regular,Jeffrey
ORD-104747,2024-06-02,CUST-7254,Meagan Martinez,Lagos,South West,PROD-140,Clothing,Men's Wear,8,50836.33,0.03,394489.92,35333.51,Online,New,Jeffrey
ORD-104748,2024-06-16,CUST-2405,Thomas Woods,Ibadan,South West,PROD-852,Clothing,Women's Wear,5,61290.93,0.14,263551.0,29476.59,Cash,New,Christopher
ORD-104749,2024-12-06,CUST-3412,Heather Zimmerman,Lagos,South West,PROD-104,Clothing,Kids,1,78721.37,0.22,61402.67,17592.14,Cash,Regular,Andrew
ORD-104750,2023-06-29,CUST-7852,Jack Martin,Enugu,South East,PROD-840,Electronics,Phones,6,63234.87,0.07,352850.57,37448.38,Cash,Regular,Jeffrey
ORD-104751,2024-04-20,CUST-9253,James Lambert,Abuja,North Central,PROD-698,Home,Kitchen,7,81339.3,0.13,495356.34,114105.91,Online,VIP,Rebecca
ORD-104752,2024-02-19,CUST-4111,Michael Preston,Abuja,North Central,PROD-270,Home,Furniture,7,128697.65,0.25,675662.66,50183.86,POS,VIP,Kimberly
ORD-104753,2023-07-08,CUST-1490,Nicholas Mendoza,Enugu,South East,PROD-212,Electronics,Phones,3,88132.01,0.16,222092.67,61816.89,Online,Regular,Charles
ORD-104754,2024-02-19,CUST-4967,Larry Barron,Benin City,South South,PROD-400,Clothing,Kids,1,147900.85,0.21,116841.67,21688.26,POS,Regular,Allison
ORD-104755,2023-03-29,CUST-8315,Joseph Johnson,Kano,North West,PROD-446,Home,Furniture,5,23811.83,0.25,89294.36,21751.26,Online,New,Robert
ORD-104756,2023-08-30,CUST-3888,Nina Bird,Port Harcourt,South South,PROD-761,Clothing,Men's Wear,2,77692.24,0.18,127415.27,20284.59,POS,Regular,Jerry
ORD-104757,2024-11-22,CUST-7508,Mrs. Cheryl Stokes,Port Harcourt,South South,PROD-210,Home,Decor,2,3039.38,0.13,5288.52,886.04,POS,New,Jonathan
ORD-104758,2024-06-01,CUST-9787,Tyler Reed,Kano,North West,PROD-847,Electronics,Laptops,5,118826.2,0.21,469363.49,28643.2,POS,VIP,Brian
ORD-104759,2023-10-23,CUST-1850,Shannon Ali,Kano,North West,PROD-150,Beauty,Makeup,7,52354.75,0.03,355488.75,61345.42,POS,New,Kevin
ORD-104760,2023-09-25,CUST-6573,Anita Dominguez,Port Harcourt,South South,PROD-284,Beauty,Skincare,2,74527.62,0.1,134149.72,38363.13,Online,Regular,Donald
ORD-104761,2024-04-28,CUST-3367,Randy Alexander,Enugu,South East,PROD-880,Home,Kitchen,10,47366.9,0.23,364725.13,37120.82,Cash,Regular,Robert
ORD-104762,2024-04-27,CUST-6709,Jennifer Novak,Ibadan,South West,PROD-909,Electronics,Phones,8,143603.9,0.09,1045436.39,260520.03,Cash,New,Allison
ORD-104763,2024-08-18,CUST-5437,Jennifer Brown,Kano,North West,PROD-875,Electronics,Phones,8,8035.15,0.2,51424.96,9392.05,POS,VIP,Allison
ORD-104764,2024-05-11,CUST-4346,Tammy Martinez,Ibadan,South West,PROD-975,Clothing,Women's Wear,3,39419.11,0.2,94605.86,24022.46,Online,VIP,Kimberly
ORD-104765,2024-08-03,CUST-8362,Kimberly Harvey,Lagos,South West,PROD-170,Electronics,Phones,2,33776.54,0.02,66202.02,8638.9,Online,New,Charles
ORD-104766,2023-11-19,CUST-9485,Joel Jackson,Abeokuta,South West,PROD-177,Home,Kitchen,4,109147.33,0.19,353637.35,33063.7,Online,VIP,Robert
ORD-104767,2024-03-13,CUST-1167,Cody Escobar,Lagos,South West,PROD-692,Home,Decor,3,84660.54,0.13,220964.01,22984.51,POS,New,Donald
ORD-104768,2023-09-05,CUST-8040,Cheryl Wilson,Port Harcourt,South South,PROD-209,Beauty,Haircare,5,88512.22,0.05,420433.04,120609.13,Online,Regular,Kevin
ORD-104769,2024-04-04,CUST-2275,Catherine Nguyen MD,Enugu,South East,PROD-526,Clothing,Men's Wear,1,48485.24,0.02,47515.54,4036.46,Online,New,Jeffrey
ORD-104770,2023-03-20,CUST-9624,Julie Ward,Enugu,South East,PROD-447,Home,Decor,10,44084.57,0.1,396761.13,66241.79,Online,VIP,Kevin
ORD-104771,2023-05-29,CUST-2377,April Kim,Port Harcourt,South South,PROD-980,Electronics,Phones,8,106624.23,0.25,639745.38,85954.94,Online,Regular,Andrew
ORD-104772,2023-10-09,CUST-9314,Jeremy Villarreal,Abeokuta,South West,PROD-323,Home,Kitchen,4,59941.58,0.15,203801.37,45542.01,POS,VIP,Renee
ORD-104773,2024-08-17,CUST-4366,Margaret Smith,Enugu,South East,PROD-282,Home,Furniture,8,71142.8,0.08,523611.01,66412.07,Online,New,Robert
ORD-104774,2024-09-05,CUST-6930,Jason Lambert,Abeokuta,South West,PROD-267,Electronics,Laptops,10,92319.35,0.21,729322.86,208126.14,Online,Regular,Christopher
ORD-104775,2024-01-23,CUST-3532,Kristin Norton,Kano,North West,PROD-169,Electronics,Laptops,6,10545.44,0.16,53149.02,8053.41,Cash,Regular,Charles
ORD-104776,2023-12-31,CUST-8300,Tiffany Smith,Benin City,South South,PROD-431,Beauty,Skincare,5,97223.48,0.29,345143.35,80549.59,Cash,New,Donald
ORD-104777,2024-07-10,CUST-1195,Alexis Jackson,Port Harcourt,South South,PROD-717,Electronics,Phones,6,31569.5,0.11,168581.13,40101.76,Cash,Regular,Brian
ORD-104778,2024-01-18,CUST-5564,Crystal Hansen,Abuja,North Central,PROD-386,Electronics,Phones,10,148534.73,0.13,1292252.15,265154.88,Online,New,Renee
ORD-104779,2024-05-24,CUST-5528,Lori Bradley,Kano,North West,PROD-703,Electronics,Laptops,10,13997.47,0.3,97982.29,7237.65,Online,New,Renee
ORD-104780,2023-08-11,CUST-2572,Katie Floyd,Abuja,North Central,PROD-946,Clothing,Women's Wear,2,23827.79,0.27,34788.57,6428.18,POS,New,Renee
ORD-104781,2024-05-03,CUST-9066,Devon Campbell,Abuja,North Central,PROD-411,Electronics,Phones,3,110936.01,0.18,272902.58,23728.14,Online,Regular,Robert
ORD-104782,2023-02-15,CUST-2475,Dwayne Moore,Kano,North West,PROD-460,Home,Decor,1,92799.21,0.26,68671.42,12504.62,Online,Regular,Robert
ORD-104783,2024-03-18,CUST-8366,Jose Murray,Ibadan,South West,PROD-626,Clothing,Kids,6,121448.01,0.19,590237.33,31010.31,Cash,New,Allison
ORD-104784,2023-09-29,CUST-8973,David Reynolds,Ibadan,South West,PROD-150,Clothing,Men's Wear,8,59006.43,0.18,387082.18,114838.42,Cash,Regular,Kevin
ORD-104785,2023-11-11,CUST-7586,Mrs. Susan Thomas,Kano,North West,PROD-776,Home,Furniture,3,11285.74,0.29,24038.63,3643.74,Cash,VIP,Rebecca
ORD-104786,2024-10-18,CUST-7671,Matthew Chandler,Abeokuta,South West,PROD-176,Beauty,Makeup,1,62520.8,0.0,62520.8,6053.69,POS,VIP,Andrew
ORD-104787,2024-06-11,CUST-6555,Joy Ramirez,Abeokuta,South West,PROD-955,Home,Kitchen,8,111095.13,0.14,764334.49,92760.28,Cash,New,Scott
ORD-104788,2024-09-29,CUST-1226,Robert Collins,Kano,North West,PROD-530,Beauty,Makeup,4,135705.88,0.0,542823.52,60987.68,POS,VIP,Kimberly
ORD-104789,2023-11-13,CUST-7868,Leon Mcintyre,Abeokuta,South West,PROD-716,Beauty,Skincare,1,116679.14,0.09,106178.02,23383.7,Online,New,Andrew
ORD-104790,2023-08-27,CUST-6326,Lindsey Combs,Enugu,South East,PROD-967,Clothing,Kids,1,80948.8,0.1,72853.92,13967.81,Cash,VIP,Donald
ORD-104791,2024-04-04,CUST-9682,Karen Wright,Ibadan,South West,PROD-819,Home,Decor,7,21471.13,0.07,139777.06,26078.87,Online,New,Jerry
ORD-104792,2023-06-19,CUST-6546,Adam White,Lagos,South West,PROD-750,Electronics,Laptops,8,95922.42,0.2,613903.49,95910.92,Cash,Regular,Jerry
ORD-104793,2024-04-21,CUST-5165,James Torres,Benin City,South South,PROD-684,Home,Kitchen,10,148876.43,0.29,1057022.65,134324.1,Cash,New,Robert
ORD-104794,2024-07-19,CUST-8814,Eric Warner,Abuja,North Central,PROD-430,Beauty,Haircare,2,97428.47,0.06,183165.52,27217.53,POS,Regular,Jerry
ORD-104795,2023-10-31,CUST-5297,James Wagner,Enugu,South East,PROD-515,Clothing,Women's Wear,6,59677.36,0.07,332999.67,91521.12,Online,New,Scott
ORD-104796,2024-08-20,CUST-6548,Christopher Cooper,Benin City,South South,PROD-981,Home,Decor,3,50723.32,0.02,149126.56,10431.59,Cash,New,Jerry
ORD-104797,2023-07-22,CUST-9279,Jennifer Hernandez,Enugu,South East,PROD-989,Electronics,Accessories,8,12960.96,0.06,97466.42,17543.39,POS,New,Christopher
ORD-104798,2023-11-03,CUST-1963,James Holt,Port Harcourt,South South,PROD-441,Home,Furniture,7,19787.25,0.17,114963.92,13682.41,Cash,New,Charles
ORD-104799,2024-02-15,CUST-4566,Angela Ryan,Port Harcourt,South South,PROD-627,Beauty,Haircare,1,100108.77,0.12,88095.72,18106.69,Cash,VIP,Donald
ORD-104800,2024-02-27,CUST-7953,Brittany Cole,Kano,North West,PROD-992,Home,Decor,10,105636.1,0.07,982415.73,141573.89,POS,New,Jeffrey
ORD-104801,2024-04-06,CUST-5134,David Juarez,Ibadan,South West,PROD-551,Beauty,Makeup,5,74895.55,0.07,348264.31,53651.28,Cash,VIP,Brian
ORD-104802,2024-09-30,CUST-4233,Steve Carter,Benin City,South South,PROD-404,Clothing,Kids,1,124103.02,0.16,104246.54,12372.04,POS,Regular,Donald
ORD-104803,2024-01-31,CUST-3927,Mark Davis,Abuja,North Central,PROD-357,Electronics,Phones,6,57179.56,0.05,325923.49,83073.1,POS,VIP,Robert
ORD-104804,2023-12-03,CUST-1233,Robert Mann,Lagos,South West,PROD-679,Beauty,Makeup,4,7111.26,0.14,24462.73,1232.78,Online,Regular,Charles
ORD-104805,2024-03-08,CUST-3287,Daniel Barrera,Ibadan,South West,PROD-950,Electronics,Accessories,3,78039.71,0.03,227095.56,28764.44,POS,VIP,Allison
ORD-104806,2023-01-25,CUST-1047,Gabriela Knight,Kano,North West,PROD-128,Clothing,Men's Wear,7,86256.55,0.17,501150.56,145929.74,Cash,New,Allison
ORD-104807,2023-03-09,CUST-3006,Justin Davis,Benin City,South South,PROD-272,Beauty,Haircare,8,148562.42,0.18,974569.48,236304.43,Online,Regular,Jerry
ORD-104808,2024-03-02,CUST-6439,Tracy Bartlett,Kano,North West,PROD-554,Home,Decor,7,62146.83,0.06,408926.14,25302.5,Online,New,Jeffrey
ORD-104809,2023-05-22,CUST-4556,Crystal Jones,Ibadan,South West,PROD-823,Beauty,Makeup,3,22989.46,0.29,48967.55,14475.87,Online,New,Jonathan
ORD-104810,2024-02-05,CUST-3136,Shelia Werner,Enugu,South East,PROD-724,Clothing,Men's Wear,2,100186.3,0.11,178331.61,11454.6,POS,Regular,Renee
ORD-104811,2024-05-24,CUST-9137,Harold Martin,Port Harcourt,South South,PROD-528,Clothing,Women's Wear,4,63123.77,0.06,237345.38,27359.72,Cash,New,Renee
ORD-104812,2024-11-13,CUST-5292,Catherine Lopez,Port Harcourt,South South,PROD-703,Electronics,Phones,5,143083.26,0.13,622412.18,89167.43,Online,New,Jonathan
ORD-104813,2023-08-05,CUST-9646,Frank Mccormick,Abeokuta,South West,PROD-469,Electronics,Accessories,2,93879.06,0.18,153961.66,28119.79,POS,Regular,Rebecca
ORD-104814,2024-05-25,CUST-6239,Roger Kelly,Enugu,South East,PROD-465,Home,Kitchen,10,11585.81,0.09,105430.87,29612.13,Cash,New,Rebecca
ORD-104815,2024-08-29,CUST-4419,Leonard Kaiser,Ibadan,South West,PROD-350,Home,Kitchen,3,100124.35,0.1,270335.75,33403.61,POS,Regular,Donald
ORD-104816,2023-01-06,CUST-2716,Patricia Deleon,Ibadan,South West,PROD-259,Home,Kitchen,5,9426.47,0.13,41005.14,5250.59,Online,Regular,Kimberly
ORD-104817,2023-09-13,CUST-9384,Patrick Fritz,Port Harcourt,South South,PROD-396,Electronics,Phones,4,42244.24,0.22,131802.03,27230.74,Cash,VIP,Kevin
ORD-104818,2024-01-17,CUST-2643,Sharon Turner,Enugu,South East,PROD-992,Home,Kitchen,1,82102.35,0.05,77997.23,5451.49,Online,New,Rebecca
ORD-104819,2023-11-10,CUST-7597,Wendy Hall,Abeokuta,South West,PROD-312,Electronics,Phones,7,114453.07,0.28,576843.47,145533.21,Cash,New,Allison
ORD-104820,2023-09-28,CUST-1701,Kristen Singh,Port Harcourt,South South,PROD-290,Home,Decor,10,101757.27,0.17,844585.34,124691.12,Online,VIP,Christopher
ORD-104821,2023-02-06,CUST-1933,Laura Mcdaniel,Benin City,South South,PROD-569,Clothing,Kids,7,7797.6,0.28,39299.9,9333.84,Online,VIP,Donald
ORD-104822,2023-11-07,CUST-7310,Sarah Brown,Abeokuta,South West,PROD-538,Clothing,Men's Wear,9,149279.63,0.27,980767.17,150874.87,POS,New,Charles
ORD-104823,2024-10-24,CUST-6641,Ashley Johnson,Abuja,North Central,PROD-325,Beauty,Haircare,7,26035.82,0.28,131220.53,27740.89,POS,Regular,Jeffrey
ORD-104824,2024-01-07,CUST-9956,Stephanie Brown,Ibadan,South West,PROD-746,Beauty,Skincare,2,47683.94,0.24,72479.59,8188.46,Online,Regular,Kimberly
ORD-104825,2024-07-10,CUST-6160,Paula Sherman,Kano,North West,PROD-907,Clothing,Kids,4,81679.74,0.15,277711.12,68876.28,Online,Regular,Scott
ORD-104826,2023-02-07,CUST-4986,James Rhodes,Kano,North West,PROD-318,Electronics,Phones,5,36716.65,0.09,167060.76,11449.06,POS,VIP,Kimberly
ORD-104827,2024-08-10,CUST-2224,Lauren Warren,Abeokuta,South West,PROD-317,Home,Decor,5,12298.64,0.23,47349.76,5266.97,POS,Regular,Scott
ORD-104828,2024-10-06,CUST-9367,Corey Santiago,Kano,North West,PROD-490,Clothing,Women's Wear,2,113744.27,0.26,168341.52,28591.77,POS,New,Rebecca
ORD-104829,2023-08-23,CUST-9979,Samantha Jones,Enugu,South East,PROD-814,Beauty,Makeup,6,104113.86,0.27,456018.71,43620.71,POS,Regular,Scott
ORD-104830,2023-11-02,CUST-8345,Brooke Bailey,Kano,North West,PROD-933,Clothing,Women's Wear,3,44853.11,0.11,119757.8,16259.74,Cash,Regular,Renee
ORD-104831,2023-05-27,CUST-6435,Linda Miller,Enugu,South East,PROD-781,Home,Furniture,7,56741.33,0.2,317751.45,16588.57,Cash,VIP,Scott
ORD-104832,2024-05-18,CUST-7359,Richard Flores,Abeokuta,South West,PROD-835,Electronics,Accessories,9,76166.24,0.06,644366.39,39381.19,POS,Regular,Kimberly
ORD-104833,2024-04-17,CUST-5576,Sara Torres,Lagos,South West,PROD-324,Electronics,Laptops,6,42692.82,0.23,197240.83,15388.49,Online,Regular,Renee
ORD-104834,2023-11-05,CUST-2760,Kaitlyn Harris,Lagos,South West,PROD-852,Beauty,Haircare,1,28211.51,0.14,24261.9,5260.19,POS,New,Jonathan
ORD-104835,2024-06-30,CUST-4464,Jasmine Watts,Lagos,South West,PROD-925,Electronics,Accessories,6,3831.34,0.27,16781.27,4763.11,Cash,New,Renee
ORD-104836,2023-07-05,CUST-1224,Margaret Salas,Lagos,South West,PROD-899,Clothing,Men's Wear,3,10641.21,0.09,29050.5,1687.42,Online,New,Brian
ORD-104837,2024-06-12,CUST-7738,James Mendez,Benin City,South South,PROD-116,Beauty,Makeup,3,41013.37,0.03,119348.91,14474.45,Cash,New,Renee
ORD-104838,2023-10-16,CUST-1195,Ashley Bartlett,Abuja,North Central,PROD-803,Clothing,Women's Wear,4,57415.62,0.23,176840.11,40988.66,Online,New,Renee
ORD-104839,2023-12-05,CUST-4608,Kayla Thompson,Port Harcourt,South South,PROD-586,Home,Decor,10,140650.17,0.23,1083006.31,270586.95,Cash,VIP,Scott
ORD-104840,2024-11-26,CUST-4976,Daniel Rose,Abuja,North Central,PROD-547,Home,Kitchen,1,136468.46,0.16,114633.51,27869.26,Cash,Regular,Allison
ORD-104841,2024-08-06,CUST-2702,Suzanne Campbell,Lagos,South West,PROD-852,Beauty,Makeup,1,23736.79,0.09,21600.48,2302.18,Cash,Regular,Robert
ORD-104842,2024-03-26,CUST-5522,Michael Phillips,Benin City,South South,PROD-893,Clothing,Kids,5,105470.44,0.23,406061.19,82068.09,POS,New,Scott
ORD-104843,2023-11-30,CUST-6376,Bryan Diaz,Ibadan,South West,PROD-815,Home,Furniture,10,128592.14,0.08,1183047.69,265977.3,Cash,Regular,Allison
ORD-104844,2024-06-15,CUST-1634,Alexander Lopez,Ibadan,South West,PROD-669,Electronics,Accessories,6,98274.09,0.17,489404.97,82036.44,Cash,New,Allison
ORD-104845,2023-11-29,CUST-3955,Brenda Rodriguez,Port Harcourt,South South,PROD-241,Home,Kitchen,2,11355.8,0.09,20667.56,1284.47,Cash,Regular,Scott
ORD-104846,2023-11-27,CUST-8910,Richard Maynard,Enugu,South East,PROD-510,Beauty,Haircare,10,105775.51,0.26,782738.77,156596.56,Online,VIP,Jeffrey
ORD-104847,2024-09-22,CUST-6575,Nichole White,Lagos,South West,PROD-830,Electronics,Accessories,8,121203.37,0.17,804790.38,188704.84,POS,VIP,Kevin
ORD-104848,2023-07-08,CUST-5178,Rebecca Jordan,Ibadan,South West,PROD-766,Electronics,Phones,1,81306.66,0.05,77241.33,17753.2,POS,VIP,Allison
ORD-104849,2024-06-13,CUST-8901,Aaron Rich,Ibadan,South West,PROD-252,Clothing,Men's Wear,10,128451.27,0.24,976229.65,58682.55,Online,New,Jeffrey
ORD-104850,2023-06-01,CUST-4904,Warren Douglas,Abuja,North Central,PROD-621,Electronics,Phones,9,98627.05,0.17,736744.06,51320.67,Online,Regular,Renee
ORD-104851,2023-09-08,CUST-6479,Jamie Barrera,Benin City,South South,PROD-209,Electronics,Phones,9,125065.96,0.16,945498.66,238516.22,POS,VIP,Allison
ORD-104852,2024-04-02,CUST-6647,Larry West,Abeokuta,South West,PROD-840,Clothing,Men's Wear,8,35631.09,0.16,239440.92,19232.52,Cash,New,Renee
ORD-104853,2023-08-01,CUST-3235,Lisa Pitts,Kano,North West,PROD-948,Clothing,Kids,6,135939.12,0.14,701445.86,187564.29,POS,New,Andrew
ORD-104854,2023-09-09,CUST-3310,Olivia Mcdonald,Enugu,South East,PROD-900,Home,Furniture,2,32768.73,0.1,58983.71,15407.8,POS,VIP,Robert
ORD-104855,2023-06-25,CUST-1558,Dale Sosa,Abuja,North Central,PROD-390,Electronics,Phones,8,88696.1,0.01,702473.11,119598.59,Cash,Regular,Allison
ORD-104856,2024-10-14,CUST-7315,Philip Roth,Ibadan,South West,PROD-872,Electronics,Laptops,2,99144.5,0.23,152682.53,23480.41,Cash,New,Allison
ORD-104857,2023-11-30,CUST-6729,Michael Williams,Kano,North West,PROD-124,Beauty,Makeup,9,29074.38,0.24,198868.76,23022.66,Cash,Regular,Rebecca
ORD-104858,2023-06-30,CUST-9925,Sonya Price DDS,Port Harcourt,South South,PROD-511,Beauty,Makeup,3,62481.1,0.16,157452.37,29453.94,POS,VIP,Brian
ORD-104859,2024-01-23,CUST-4307,Michael Hernandez,Enugu,South East,PROD-826,Electronics,Laptops,5,30575.7,0.3,107014.95,28597.42,Online,VIP,Jerry
ORD-104860,2024-06-04,CUST-7135,Amanda Evans,Kano,North West,PROD-464,Beauty,Haircare,10,59115.62,0.11,526129.02,79466.83,POS,New,Brian
ORD-104861,2024-04-11,CUST-2809,Michael Juarez,Port Harcourt,South South,PROD-113,Electronics,Laptops,1,102959.6,0.09,93693.24,19970.89,Cash,VIP,Kevin
ORD-104862,2023-01-26,CUST-8191,John Cruz,Ibadan,South West,PROD-959,Beauty,Haircare,3,108752.39,0.2,261005.74,45385.87,Online,VIP,Jonathan
ORD-104863,2024-04-12,CUST-1497,Philip Sanchez,Abeokuta,South West,PROD-395,Home,Kitchen,8,16011.71,0.16,107598.69,12287.49,Cash,New,Allison
ORD-104864,2023-12-24,CUST-8859,Michael Flowers,Ibadan,South West,PROD-367,Electronics,Phones,6,92448.07,0.26,410469.43,104356.13,POS,New,Jeffrey
ORD-104865,2023-11-09,CUST-4399,Tracy Nielsen,Kano,North West,PROD-498,Home,Kitchen,2,72067.52,0.3,100894.53,17675.05,POS,New,Robert
ORD-104866,2023-12-03,CUST-2751,Shirley Gibson,Benin City,South South,PROD-379,Electronics,Phones,2,22679.62,0.11,40369.72,8650.17,Cash,Regular,Kimberly
ORD-104867,2023-10-06,CUST-5231,Vickie Jones,Abuja,North Central,PROD-891,Home,Kitchen,9,17805.84,0.24,121791.95,23645.87,Online,VIP,Rebecca
ORD-104868,2023-03-15,CUST-3427,Nancy Smith,Benin City,South South,PROD-419,Home,Decor,2,105943.25,0.27,154677.14,24809.36,POS,VIP,Brian
ORD-104869,2024-07-21,CUST-7704,Paul Pineda IV,Lagos,South West,PROD-653,Clothing,Women's Wear,2,137915.43,0.21,217906.38,42241.63,Cash,New,Rebecca
ORD-104870,2023-12-22,CUST-4873,Mary Gonzalez,Lagos,South West,PROD-845,Home,Kitchen,3,138749.09,0.14,357972.65,74992.99,Cash,Regular,Rebecca
ORD-104871,2023-06-02,CUST-7764,Ryan Hall,Enugu,South East,PROD-587,Home,Decor,4,79660.8,0.2,254914.56,75122.9,Cash,New,Andrew
ORD-104872,2024-09-18,CUST-6964,Joanna Randolph,Port Harcourt,South South,PROD-448,Clothing,Men's Wear,2,30840.02,0.21,48727.23,9961.17,Cash,VIP,Scott
ORD-104873,2024-03-17,CUST-9658,Benjamin Allison,Kano,North West,PROD-875,Electronics,Laptops,10,11059.16,0.01,109485.68,12512.29,POS,Regular,Jerry
ORD-104874,2024-12-26,CUST-5027,Jeffrey Spencer,Enugu,South East,PROD-886,Electronics,Accessories,1,143408.59,0.1,129067.73,14983.21,Online,Regular,Kimberly
ORD-104875,2023-04-11,CUST-7374,Lauren Hill,Abuja,North Central,PROD-753,Electronics,Phones,2,43112.47,0.27,62944.21,14664.65,Online,Regular,Allison
ORD-104876,2023-02-23,CUST-5349,Lisa Perry,Enugu,South East,PROD-203,Home,Decor,4,95278.89,0.21,301081.29,82283.65,Online,VIP,Kevin
ORD-104877,2024-12-20,CUST-1589,James Ballard,Lagos,South West,PROD-505,Beauty,Haircare,6,124658.28,0.1,673154.71,72035.75,Cash,Regular,Kevin
